,19,"f",9,"Joanna","Fiodorow","POL"
,19,"f",10,"Jessica","Cosby Toruga","USA"
,19,"f",11,"Anna","Bulgakova","RUS"
,19,"f",12,"Iryna","Novozhylova","UKR"
,19,"f",13,"Amber","Campbell","USA"
,19,"f",14,"Tingting","Liu","CHN"
,19,"f",15,"Éva","Orbán","HUN"
,19,"f",16,"Rosa","Rodríguez","VEN"
,19,"f",17,"Oksana","Kondrateva","RUS"
,19,"f",18,"Gwen","Berry","USA"
,19,"f",19,"Bianca","Perie","ROU"
,19,"f",20,"Mariya","Bespalova","RUS"
,20,"f",1,"Barbora","Špotáková","CZE"
,20,"f",2,"Linda","Stahl","GER"
,20,"f",3,"Hanna","Hatsko-Fedusova","UKR"
,20,"f",4,"Kimberley","Mickle","AUS"
,20,"f",5,"Madara","Palameika","LAT"
,20,"f",6,"Martina","Ratej","SLO"
,20,"f",7,"Kathryn","Mitchell","AUS"
,20,"f",8,"Li","Zhang","CHN"
,20,"f",9,"Sunette","Viljoen","RSA"
,20,"f",10,"Elizabeth","Gleadle","CAN"
,20,"f",11,"Tatjana","Jelaca","SRB"
,20,"f",12,"Kelsey-Lee","Roberts","AUS"
,20,"f",13,"Flor","Ruiz","COL"
,20,"f",14,"Tatsiana","Khaladovich","BLR"
,20,"f",15,"Kathrina","Molitor","GER"
,20,"f",16,"Christin","Hussong","GER"
,20,"f",17,"Liina","Laasma","EST"
,20,"f",18,"Kara","Winger","USA"
,20,"f",19,"Jucilene","de Lima","BRA"
,20,"f",20,"Goldie","Sayers","GBR"
,21,"f",1,"Katarina","Johnson-Thompson","GBR"
,21,"f",2,"Brianne","Theisen Eaton","CAN"
,21,"f",3,"Antoinette","Nana Djimou Ida","FRA"
,21,"f",4,"Dafne","Schippers","NED"
,21,"f",5,"Nadine","Broersen","NED"
,21,"f",6,"Nafissatou","Thiam","BEL"
,21,"f",7,"Sharon","Day-Monroe","USA"
,21,"f",8,"Eliška","Klucinová","CZE"
,21,"f",9,"Lilli","Schwarzkopf","GER"
,21,"f",10,"Carolin","Schäfer","GER"
,21,"f",11,"Laura","Ikauniece","LAT"
,21,"f",12,"Xénia","Krizsán","HUN"
,21,"f",13,"Anouk","Vetter","NED"
,21,"f",14,"Claudia","Rath","GER"
,21,"f",15,"Barbara","Nwaba","USA"
,21,"f",16,"Jessica","Zelinka","CAN"
,21,"f",17,"Karolina","Tyminska","POL"
,21,"f",18,"Yorgelis","Rodríguez","CUB"
,21,"f",19,"Anastasiya","Mokhnyuk","UKR"
,21,"f",20,"Yana","Maksimava","BLR"
,23,"f",1,"Anisya","Kirdyapkina","RUS"
,23,"f",2,"Hong","Liu","CHN"
,23,"f",3,"Elmira","Alembekova","RUS"
,23,"f",4,"Vera","Sokolova","RUS"
,23,"f",5,"Eleonora","Giorgi","ITA"
,23,"f",6,"Xiuzhi","Lu","CHN"
,23,"f",7,"Lyudmyla","Olyanovska","UKR"
,23,"f",8,"Ana","Cabecinha","POR"
,23,"f",9,"Antonella","Palmisano","ITA"
,23,"f",10,"Marina","Pandakova","RUS"
,23,"f",11,"Vera","Santos","POR"
,23,"f",12,"Anežka","Drahotová","CZE"
,23,"f",13,"Lina","Kaluckaya","RUS"
,23,"f",14,"Raquel","González","ESP"
,23,"f",15,"Jingjing","Nie","CHN"
,23,"f",16,"María","José Poves","ESP"
,23,"f",17,"Maria","Guadalupe Gonzalez","MEX"
,23,"f",18,"Svetlana","Vasilyeva","RUS"
,23,"f",19,"Susana","Feitor","POR"
,23,"f",20,"Agnieszka","Dygacz","POL"
